question,answer
"If I have a socket and someone sent data to it that I didn't yet handle viaread(), and now I make anev_iowatcher for it and run it, will the callback fire?
","I don't know the answer to your question as I've never usedlibev. But I can suggest in the absence of this knowledge you might try to simulate the scenario and see what happens. :-)
"
"I came across to a question from one of my friend.

What is the difference between these?

```
* char ptr
char * ptr
```
","This is an error:

```
* char ptr;
```

This declaresptras a variable of type pointer-to-char:

```
char * ptr;
```
"
"This question already has answers here:Closed11 years ago.

Possible Duplicate:C pointer to array/array of pointers disambiguation

How ischar (*p)[4];different fromchar *p[4];?
","http://cdecl.org/

char (*p)[4];-- declare p as pointer to array 4 of char.char *p[4];-- declare p as array 4 of pointer to char.
"
"I'm looking to save an HBITMAP to a PNG image. Is this possible using only the GDI API? (I'm using C, so no GDI+.)  I have only found examples likethis, to save to a BMP file. Or should I uselibpngand useGetDIBits?

Related question(about reading).
","Unfortunately, GDI does not support PNGs.
"
"This question already has answers here:How to compare ends of strings in C?(25 answers)Closed7 years ago.

How can I check whether a string ends with.csvin C?

I've tried usingstrlenwithout any success.
","How about:

```
char *dot = strrchr(str, '.');
if (dot && !strcmp(dot, "".csv""))
    /* ... */
```
"
"Sorry for such a simple question, but does anyone have a C example of initializing the MSP430 for SPI mode and performing poll read and write operations? Very new stuff to me and am not sure where to start.

Thanks.
","You might have a look atMSP430Warewhich is ""a collection of code examples, datasheets and other design resources for ALL MSP430 devices...""
"
"Is there a library like Python's httplib for C?

I am asking because I want to write a C program that creates an HTTPSConnection.

Thanks.
","libcurl is indead the most famous, but there are also a lot of alternativeshere.
"
"How do i initialize a variable of structure B or C?

```
typedef struct _A
{
  union
  {
    struct
    {
      int b;
    } B;
    struct
    {
      int c;
    } C;
  } u;
} A;
```

Something likeA.u.B *bVar;doesn't work
","Thetypedefonly coversA, not the union or structures defined therein.

typedefcan't be nested like that - each user-defined ""type"" must have a single label, so a declaration of a variable of typeA.u.Bis illegal.
"
"As we know the integer storage length is 4 bytes and character storage  is 1 byte.Here comes my problem,I have a huge data and I need to write them into a file.

For eg. my data is like

```
Integers - 123456789 (of length 9) (Total 9! factorial records)
    Character - abcdefghi (of length 9) (Total 9! factorial records)
```

Which one will take less processing time? Any thoughts...
","It's insignificant compared to the file's access time.
"
"I have a program that uses_mm_crc32_u64. I include the header filesmmintrin.hfor that purpose and also use the flag-msse4.1when compiling it withgcc. However, when I compile it I getundefined reference to _mm_crc32_u64error. What is the problem here?
","I did it like this and it worked! So basically I had to use msse4.2 instead of msse4.1.

```
gcc44 crc.c -msse4.2
```
"
"How do you explain the Rounding happening here?I thought assigning float values to Int's always cause loss of value after decimal?

```
int z=39.99999999999999999999999;
printf(""%d"",z); // gives 40
```

Thanks
","You can't have a double precise enough to hold all those 9s.

```
>>> '%.15f' % 39.9999999999999
'39.999999999999901'
>>> '%.15f' % 39.99999999999999
'39.999999999999993'
>>> '%.15f' % 39.999999999999999
'40.000000000000000'
```
"
"How do you explain the Rounding happening here?I thought assigning float values to Int's always cause loss of value after decimal?

```
int z=39.99999999999999999999999;
printf(""%d"",z); // gives 40
```

Thanks
","You can't have a double precise enough to hold all those 9s.

```
>>> '%.15f' % 39.9999999999999
'39.999999999999901'
>>> '%.15f' % 39.99999999999999
'39.999999999999993'
>>> '%.15f' % 39.999999999999999
'40.000000000000000'
```
"
"I am working on an assignment that deals with using various data structures to store and sort data. The data structures portion is fairly straight forward to me, however, I am getting hung up on the first step, reading/parsing a wtmp file. I've parsed several files previously, but never have I parsed a binary file. What's the trick to parsing such a file? Thanks in advance.
","Try usingutmp.h.
"
"I have created one file that contains (degree celcius character) and other character that required more then one byte. In Notepad++ it shows encode ANSI and as it is ANSI then why Notepad shows that multibyte character ?

Any idea ?

Thanks,
Neel
","If you don't save it in UNICODE! Notepad will save it in ANSI as long as the codepage supports the characters involved.

To save in UNICODE you must select that from the drop-down list when saving a file.
"
"c89
    gcc (GCC) 4.6.3

Hello,

I am getting a stack dump on *search = '\0'; I thought it was possible to nul terminate a string.

```
char *ptr_name = ""hello@home"";
char *search = ptr_name;

search = strchr(ptr_name, '@');
search++;
*search = '\0';
```

Many thanks for any suggestions,
","ptr_name points to a string in read-only area.

Instead try :

```
char ptr_name[] = ""hello@home""
```
"
"How can I find that an IP address is a LAN IP address or WAN IP address? I am writing a C API in Windows.Thanks
","Most likely, what you want to determine is whether the address is a global address, or aprivate address. The wikipedia article lists the address blocks that are reserved for private use.
"
"c89
    gcc (GCC) 4.6.3

Hello,

I am getting a stack dump on *search = '\0'; I thought it was possible to nul terminate a string.

```
char *ptr_name = ""hello@home"";
char *search = ptr_name;

search = strchr(ptr_name, '@');
search++;
*search = '\0';
```

Many thanks for any suggestions,
","ptr_name points to a string in read-only area.

Instead try :

```
char ptr_name[] = ""hello@home""
```
"
"How can I find that an IP address is a LAN IP address or WAN IP address? I am writing a C API in Windows.Thanks
","Most likely, what you want to determine is whether the address is a global address, or aprivate address. The wikipedia article lists the address blocks that are reserved for private use.
"
"I need to create a dump file when there is an exception.

Is it possible to do so without using__try{...}and__except(e){...}?

Is there a way to create a callback function or register an action waiting for a system crash?

Thanks in advance.
","Yes, you can usesignalto register a callback for a specific signal, including exceptions.
"
"I need to create a dump file for a customer program written in C.

I saw that there is a minidump for windows, is it working only on C++ ?

Is there any other solution for C language?

Thank you for your time.
","See this excellent tutorial:http://www.debuginfo.com/articles/effminidumps.html. It uses Win32 APIMiniDumpWriteDump, so its pure C.
"
